product_id,category,price
P233428,Fashion,18.2
P240149,Home,158.84
P235687,Beauty,16.27
P229493,Electronics,57.75
P231852,Grocery,40.65
P210932,Home,101.64
P223009,Home,171.02
P233583,Grocery,3.89
P247278,Electronics,94.23
P227994,Electronics,806.31
P229865,Sports,97.9
P212289,Home,99.52
P228293,Toys,16.48
P204734,Electronics,137.57
P220013,Home,331.04
P235521,Fashion,16.85
P206505,Sports,26.91
P244327,Fashion,135.78
P247673,Home,49.21
P204685,Toys,41.02
P249353,Grocery,20.5
P218409,Sports,57.32
P219517,Home,48.58
P244533,Beauty,37.86
P230475,Sports,99.51
P236989,Toys,7.76
P215327,Grocery,30.17
P203671,Grocery,17.81
P204941,Toys,49.2
P226372,Electronics,236.98
P212466,Sports,23.49
P218286,Toys,52.7
P244959,Toys,20.09
P204588,Grocery,13.27
P228080,Home,125.56
P224544,Sports,72.87
P210811,Electronics,145.69
P218733,Beauty,26.26
P240696,Home,176.95
P248093,Grocery,33.7
P239888,Grocery,1.99
P247042,Toys,7.78
P230059,Electronics,537.23
P237487,Home,206.49
P240849,Sports,33.43
P214550,Electronics,116.37
P249122,Fashion,27.49
P210864,Grocery,1.86
P225394,Electronics,475.97
P219061,Electronics,410.13
P249699,Beauty,50.95
P212624,Grocery,8.4
P224934,Toys,21.91
P203361,Grocery,41.53
P213707,Sports,323.62
P201924,Home,19.71
P229487,Grocery,1.02
P212647,Home,433.77
P231734,Fashion,42.68
P229018,Home,168.7
P221627,Toys,49.93
P221031,Grocery,8.47
P239449,Fashion,33.57
P202701,Home,34.06
P246943,Grocery,32.11
P242890,Electronics,389.04
P249573,Toys,5.91
P216719,Home,118.03
P209718,Home,62.37
P200056,Home,30.96
P246741,Home,36.43
P215352,Sports,90.56
P247820,Grocery,11.94
P203147,Home,215.45
P203537,Toys,7.6
P222812,Sports,253.37
P200721,Fashion,40.94
P245037,Beauty,8.6
P216769,Sports,62.43
P240194,Electronics,884.8
P246556,Home,95.63
P246775,Grocery,28.35
P243847,Beauty,7.27
P214346,Fashion,125.6
P239883,Fashion,32.69
P210911,Fashion,140.25
P200259,Home,274.72
P220872,Fashion,58.04
P208791,Electronics,413.13
P207536,Home,41.29
P220432,Beauty,25.62
P232750,Electronics,309.15
P241715,Electronics,182.17
P244537,Electronics,278.95
P219541,Fashion,135.15
P243718,Fashion,5.26
P216860,Beauty,16.22
P205283,Home,63.45
P230743,Fashion,164.8
P242559,Toys,73.7
P235127,Home,126.01
P207405,Electronics,309.52
P231181,Fashion,119.82
P232205,Grocery,1.09
P224408,Grocery,11.88
P217645,Fashion,6.23
P247125,Electronics,1170.31
P206323,Home,60.81
P205937,Home,106.86
P243798,Home,81.17
P230431,Beauty,57.9
P217882,Fashion,428.38
P225324,Electronics,73.02
P213003,Beauty,35.26
P243346,Grocery,7.04
P225106,Electronics,98.67
P212979,Sports,61.13
P234977,Home,838.28
P244828,Fashion,26.76
P207228,Toys,8.39
P209300,Home,256.47
P208681,Beauty,52.6
P240964,Home,64.48
P208267,Electronics,165.3
P205372,Beauty,28.53
P238918,Home,40.24
P210920,Electronics,264.84
P248769,Beauty,6.73
P216856,Electronics,168.13
P227785,Fashion,22.36
P247915,Toys,25.35
P217221,Electronics,157.79
P225178,Sports,234.95
P233954,Grocery,54.68
P206461,Electronics,77.47
P217865,Home,76.74
P244232,Beauty,11.8
P214052,Home,67.12
P230370,Beauty,10.56
P207332,Home,73.51
P249383,Electronics,99.55
P200327,Electronics,156.68
P222765,Sports,145.46
P205239,Fashion,25.73
P210078,Toys,6.58
P207038,Sports,21.29
P208048,Electronics,189.01
P228671,Fashion,55.7
P214954,Fashion,19.36
P235065,Beauty,16.45
P245471,Toys,61.88
P202779,Electronics,311.23
P246474,Fashion,42.33
P213225,Home,79.46
P240086,Fashion,45.01
P232541,Beauty,105.2
P219720,Home,48.55
P213531,Fashion,144.93
P205335,Home,31.25
P209530,Fashion,10.79
P224791,Fashion,57.28
P240270,Fashion,19.22
P201649,Beauty,17.4
P213472,Home,182.23
P202862,Fashion,42.63
P225185,Electronics,54.5
P227134,Electronics,168.64
P200917,Electronics,71.73
P212444,Home,353.02
P241121,Fashion,82.83
P220521,Home,553.17
P238217,Fashion,111.39
P222066,Beauty,18.8
P202811,Sports,220.64
P236189,Home,156.95
P209290,Electronics,291.67
P235489,Electronics,200.49
P227284,Fashion,61.17
P224698,Home,127.44
P243660,Electronics,359.53
P219637,Fashion,30.1
P248024,Grocery,18.7
P233556,Electronics,77.57
P216640,Grocery,18.05
P204025,Toys,27.81
P231476,Toys,16.27
P206741,Toys,8.01
P203654,Electronics,288.05
P246348,Electronics,92.69
P240428,Electronics,159.09
P236019,Electronics,227.77
P238036,Fashion,59.99
P244549,Toys,6.08
P229843,Fashion,13.47
P223560,Fashion,51.02
P246257,Sports,121.9
P247899,Electronics,78.39
P240330,Home,14.44
P215987,Fashion,12.83
P220810,Toys,47.49
P220311,Home,157.03
P247159,Sports,259.63
P234920,Electronics,405.15
P208738,Grocery,45.23
P207888,Fashion,33.41
P242864,Sports,99.88
P205474,Grocery,13.1
P200488,Home,10.41
P224144,Home,13.67
P205622,Electronics,101.01
P231830,Home,104.23
P236542,Toys,13.07
P239214,Electronics,302.19
P227648,Grocery,22.22
P232697,Sports,179.85
P225223,Home,506.77
P221865,Beauty,22.98
P208572,Electronics,188.62
P240601,Fashion,23.1
P243026,Fashion,25.48
P223501,Home,61.52
P226866,Grocery,7.57
P225775,Beauty,27.59
P229080,Electronics,322.81
P204887,Sports,70.95
P219374,Beauty,5.07
P216605,Home,22.88
P215684,Grocery,11.37
P224002,Grocery,1.49
P226015,Sports,136.87
P222972,Grocery,67.88
P200617,Beauty,25.29
P246404,Toys,27.28
P235338,Home,86.09
P206309,Electronics,407.78
P219139,Grocery,14.89
P202790,Electronics,614.78
P207826,Fashion,66.09
P212134,Electronics,499.31
P219693,Fashion,44.99
P204054,Fashion,37.58
P216090,Beauty,18.04
P223808,Grocery,7.55
P240449,Electronics,150.52
P215569,Toys,2.67
P232227,Electronics,411.4
P206508,Electronics,801.48
P216608,Beauty,68.32
P223523,Toys,19.09
P210433,Electronics,82.13
P231939,Fashion,108.7
P245112,Electronics,497.63
P224520,Grocery,4.81
P211888,Fashion,85.01
P230932,Home,94.09
P219734,Grocery,29.78
P203827,Beauty,9.97
P216257,Grocery,22.25
P232194,Grocery,17.39
P231318,Home,11.92
P216793,Beauty,23.3
P234684,Fashion,66.81
P228014,Grocery,3.24
P202859,Fashion,42.32
P239840,Toys,9.13
P231856,Fashion,63.59
P248291,Fashion,43.19
P234819,Electronics,365.71
P220085,Beauty,4.84
P208214,Fashion,12.29
P235736,Electronics,311.03
P241704,Fashion,14.83
P200601,Fashion,38.95
P224318,Home,164.22
P215451,Home,228.5
P246025,Electronics,100.16
P205274,Beauty,36.18
P218226,Toys,10.88
P243634,Beauty,30.83
P230926,Grocery,3.07
P245136,Electronics,285.29
P219046,Toys,37.74
P208674,Home,24.82
P219023,Beauty,46.08
P221910,Home,89.38
P248230,Fashion,90.21
P211503,Fashion,161.32
P248392,Beauty,7.26
P247138,Electronics,414.85
P205368,Beauty,9.57
P223527,Sports,24.32
P245335,Fashion,53.63
P222487,Fashion,10.62
P236593,Fashion,35.77
P210391,Electronics,378.4
P209874,Electronics,275.03
P203608,Electronics,438.13
P230451,Electronics,575.37
P239646,Fashion,106.17
P233786,Fashion,45.35
P227546,Grocery,5.26
P242378,Grocery,10.38
P235268,Fashion,29.12
P202667,Fashion,17.59
P242346,Home,109.15
P205230,Electronics,57.45
P225720,Home,132.49
P243023,Home,236.96
P237602,Fashion,372.76
P201546,Toys,52.09
P215050,Toys,3.85
P247817,Grocery,3.33
P230134,Fashion,12.34
P215640,Grocery,11.76
P220828,Beauty,4.15
P214284,Beauty,70.73
P203423,Grocery,1.84
P228577,Grocery,7.54
P219070,Sports,230.66
P202332,Fashion,150.72
P206066,Home,92.43
P218040,Beauty,19.42
P238806,Toys,21.88
P208583,Sports,61.49
P238057,Home,61.68
P222604,Home,187.07
P226564,Electronics,344.04
P233064,Grocery,9.65
P222857,Electronics,84.53
P228941,Beauty,4.75
P237962,Toys,16.06
P238573,Home,137.2
P245565,Toys,23.07
P225692,Toys,46.3
P216879,Electronics,600.56
P235763,Home,29.98
P216477,Sports,165.56
P245680,Home,158.51
P206393,Beauty,46.13
P233488,Beauty,48.42
P221459,Electronics,187.78
P239093,Home,50.23
P212554,Electronics,311.42
P237867,Electronics,165.27
P212568,Home,66.66
P236794,Beauty,4.76
P245015,Electronics,1594.33
P205057,Sports,46.39
P217490,Home,209.4
P205305,Grocery,66.63
P232740,Home,467.92
P244682,Electronics,376.56
P224118,Sports,86.07
P206674,Beauty,12.07
P242331,Home,270.3
P224998,Fashion,25.28
P215316,Electronics,86.68
P216217,Fashion,22.12
P202005,Electronics,173.01
P245509,Home,176.9
P214602,Grocery,3.45
P221645,Toys,9.49
P245371,Electronics,75.9
P213987,Grocery,25.84
P249915,Home,179.87
P213543,Fashion,33.29
P227944,Sports,65.28
P209144,Fashion,13.95
P243882,Fashion,28.86
P238459,Electronics,821.32
P239827,Home,29.65
P230741,Electronics,520.69
P204479,Toys,2.95
P204198,Home,59.18
P209091,Home,257.13
P247836,Electronics,241.35
P204205,Toys,25.86
P203641,Home,24.39
P203543,Home,161.44
P248192,Toys,35.62
P205591,Electronics,581.71
P244601,Home,86.08
P229341,Beauty,60.45
P229055,Home,122.65
P206116,Fashion,88.73
P200761,Fashion,16.81
P202407,Fashion,16.6
P231594,Grocery,19.48
P200885,Fashion,56.15
P232195,Fashion,60.46
P235411,Toys,7.31
P227819,Home,77.18
P211125,Home,49.36
P221494,Beauty,4.73
P234236,Beauty,8.59
P224585,Beauty,133.63
P222045,Electronics,136.65
P222447,Toys,5.41
P246134,Fashion,63.69
P226238,Electronics,495.4
P239091,Toys,22.85
P241703,Beauty,9.18
P235196,Sports,78.34
P211685,Sports,29.11
P212738,Electronics,145.03
P242076,Fashion,218.21
P248647,Home,181.75
P215772,Fashion,80.09
P210633,Fashion,6.5
P223492,Toys,11.47
P243961,Sports,89.67
P248049,Fashion,12.97
P236855,Toys,39.12
P206228,Beauty,6.68
P202831,Electronics,378.9
P220045,Home,116.07
P218132,Fashion,98.05
P211055,Fashion,23.37
P213795,Grocery,25.67
P240320,Home,42.95
P219648,Toys,28.95
P222158,Fashion,15.43
P221747,Electronics,727.63
P223234,Grocery,25.05
P247373,Home,213.9
P231560,Grocery,9.9
P211282,Electronics,61.19
P233831,Grocery,2.87
P223043,Home,90.31
P246112,Electronics,64.5
P220929,Sports,16.45
P248666,Toys,4.64
P235500,Electronics,148.23
P201872,Grocery,19.22
P237488,Sports,14.84
P201969,Fashion,207.22
P225460,Electronics,153.99
P212155,Home,60.82
P211870,Fashion,19.01
P249470,Home,131.43
P228392,Toys,2.39
P203717,Sports,19.66
P201374,Home,23.69
P221826,Electronics,404.97
P208679,Grocery,6.26
P249602,Fashion,33.29
P213427,Fashion,152.26
P223564,Sports,31.95
P234708,Toys,3.43
P235135,Grocery,8.67
P244196,Grocery,3.36
P224271,Grocery,3.06
P216631,Home,79.5
P219887,Electronics,409.97
P225259,Beauty,9.82
P232396,Electronics,728.33
P249630,Fashion,27.13
P219144,Electronics,933.62
P212655,Fashion,38.34
P240736,Home,180.81
P249060,Home,258.93
P220836,Home,109.33
P247511,Toys,39.35
P201368,Sports,56.69
P234994,Grocery,6.95
P244456,Home,218.06
P236380,Fashion,18.58
P212199,Electronics,460.29
P242802,Sports,17.89
P211569,Toys,21.85
P233827,Fashion,144.92
P231182,Toys,13.99
P213115,Beauty,16.18
P221649,Electronics,302.75
P218195,Sports,135.02
P230596,Beauty,13.89
P234961,Electronics,50.04
P227003,Home,101.81
P216551,Toys,12.69
P248896,Beauty,21.64
P223826,Fashion,66.77
P236950,Grocery,5.39
P224729,Fashion,39.6
P203868,Fashion,19.37
P241274,Fashion,35.24
P238718,Grocery,6.56
P232353,Home,70.63
P241682,Sports,95.15
P230653,Grocery,16.4
P214141,Toys,2.25
P211537,Electronics,730.11
P230401,Toys,10.91
P227387,Sports,111.45
P216154,Fashion,11.42
P235077,Fashion,46.66
P206630,Sports,121.57
P243461,Fashion,13.42
P214778,Fashion,124.58
P244293,Sports,149.3
P223070,Grocery,11.05
P213416,Electronics,109.02
P249501,Home,274.2
P225399,Beauty,4.74
P208629,Sports,22.03
P208360,Grocery,16.77
P212011,Sports,38.8
P240721,Beauty,18.07
P236069,Grocery,11.19
P211227,Electronics,249.2
P239587,Electronics,78.48
P244550,Beauty,35.77
P202769,Fashion,18.49
P210492,Electronics,485.97
P203345,Fashion,103.56
P202665,Sports,85.59
P224807,Grocery,17.14
P243552,Electronics,62.23
P212366,Beauty,3.92
P209325,Fashion,15.8
P205440,Sports,53.64
P228222,Beauty,7.95
P226951,Grocery,14.27
P239878,Electronics,155.36
P220264,Home,256.11
P219121,Fashion,45.43
P218815,Beauty,14.64
P244263,Toys,45.97
P230311,Grocery,24.2
P242397,Home,235.81
P219749,Toys,27.63
P229218,Fashion,51.83
P215533,Electronics,198.53
P244133,Toys,12.8
P244867,Electronics,388.53
P201316,Electronics,111.68
P237972,Fashion,91.49
P221388,Home,377.55
P213512,Electronics,83.52
P200684,Toys,2.45
P227164,Home,30.27
P239208,Home,197.85
P211735,Fashion,10.61
P235855,Home,71.31
P242635,Toys,3.28
P238546,Grocery,8.46
P248797,Grocery,13.19
P208079,Home,140.38
P222412,Grocery,10.63
P235862,Fashion,141.8
P219191,Electronics,296.17
P214821,Toys,40.56
P207582,Electronics,1663.8
P209012,Electronics,134.84
P233655,Grocery,5.06
P244688,Toys,16.51
P238783,Electronics,115.44
P214530,Toys,18.33
P220377,Toys,24.68
P245221,Grocery,1.82
P221653,Beauty,31.02
P240276,Sports,27.08
P220380,Toys,9.0
P200556,Sports,142.01
P226790,Sports,27.57
P208900,Beauty,21.59
P233485,Home,127.13
P236433,Grocery,3.36
P213891,Fashion,20.8
P243104,Electronics,353.09
P215014,Toys,14.16
P206547,Fashion,58.04
P237964,Beauty,50.26
P229932,Electronics,97.15
P244739,Beauty,4.79
P220263,Grocery,15.47
P219320,Sports,154.79
P247984,Fashion,34.33
P243374,Grocery,7.59
P239459,Fashion,49.66
P207045,Home,115.56
P243255,Home,98.7
P201237,Grocery,23.48
P243077,Electronics,111.93
P239240,Sports,122.42
P236326,Home,188.04
P205293,Electronics,802.6
P225274,Grocery,39.21
P219237,Beauty,20.37
P228384,Sports,65.9
P230993,Fashion,39.47
P212811,Toys,27.94
P218229,Toys,2.34
P239130,Home,35.19
P213311,Beauty,61.37
P223040,Grocery,3.86
P203182,Toys,7.1
P247066,Home,379.26
P249615,Sports,44.27
P205760,Toys,8.75
P207260,Electronics,886.29
P233218,Beauty,14.52
P246475,Grocery,9.97
P201915,Grocery,11.82
P209115,Toys,41.87
P207076,Electronics,76.24
P214814,Grocery,4.98
P233083,Beauty,24.67
P204793,Fashion,33.04
P201262,Sports,42.07
P209319,Toys,12.36
P213194,Electronics,1151.28
P219309,Grocery,1.28
P228760,Grocery,3.09
P226998,Electronics,56.12
P203468,Grocery,12.85
P246642,Grocery,1.17
P212651,Electronics,246.68
P220405,Fashion,101.39
P214482,Home,23.46
P204409,Fashion,27.34
P200547,Sports,56.69
P237659,Fashion,27.12
P219907,Grocery,18.12
P223426,Grocery,1.06
P242489,Fashion,79.44
P214436,Home,250.5
P216490,Beauty,16.83
P228962,Beauty,56.45
P238236,Home,73.16
P229288,Electronics,435.62
P222236,Electronics,210.02
P214923,Electronics,62.54
P201250,Grocery,2.15
P213264,Fashion,33.69
P201611,Electronics,1549.82
P207928,Beauty,7.79
P234558,Electronics,784.29
P200867,Electronics,868.41
P231689,Beauty,15.91
P245213,Beauty,18.18
P233095,Electronics,277.11
P203816,Home,203.74
P232626,Home,27.39
P235916,Beauty,12.76
P247838,Sports,28.41
P211573,Fashion,108.6
P243334,Home,19.63
P218939,Toys,29.08
P213157,Grocery,8.63
P209322,Grocery,17.51
P202482,Home,300.5
P235867,Beauty,13.17
P244280,Beauty,9.31
P213675,Toys,22.66
P230420,Toys,120.04
P242516,Fashion,69.29
P213850,Home,140.86
P206732,Fashion,27.58
P240753,Grocery,15.0
P245468,Fashion,11.77
P238822,Fashion,37.99
P249720,Grocery,12.21
P234422,Electronics,821.05
P232731,Fashion,129.01
P211428,Home,18.16
P211311,Beauty,27.48
P203733,Fashion,83.25
P239579,Home,111.23
P208342,Fashion,9.94
P210464,Beauty,9.49
P248514,Home,59.55
P245311,Toys,23.38
P210300,Home,18.93
P234563,Home,115.03
P248960,Beauty,5.83
P213708,Electronics,213.39
P228090,Electronics,230.16
P249151,Toys,13.82
P241308,Fashion,66.01
P216328,Sports,18.33
P226654,Electronics,151.5
P206214,Toys,22.15
P238913,Grocery,38.85
P227552,Home,137.68
P235377,Home,292.91
P225734,Home,464.88
P224721,Grocery,29.35
P218610,Electronics,1214.46
P213622,Sports,157.58
P228875,Sports,224.54
P223226,Home,99.03
P227677,Fashion,25.84
P210298,Fashion,405.6
P235848,Toys,4.02
P233755,Electronics,1081.82
P217744,Beauty,16.81
P223434,Fashion,6.11
P240314,Fashion,84.88
P248001,Home,87.34
P201726,Grocery,22.1
P248917,Beauty,4.12
P214268,Toys,73.89
P246745,Beauty,30.24
P200907,Sports,14.84
P225759,Home,10.61
P213764,Grocery,12.87
P224409,Home,503.85
P208390,Beauty,21.19
P230172,Beauty,13.7
P235223,Fashion,142.45
P240542,Electronics,548.79
P247324,Sports,134.45
P248196,Fashion,5.1
P203365,Home,59.56
P225836,Grocery,35.14
P228554,Beauty,14.25
P221663,Electronics,182.38
P205951,Toys,17.15
P215175,Fashion,34.2
P211027,Beauty,50.96
P242273,Home,21.22
P210094,Fashion,57.86
P223081,Electronics,438.26
P212167,Fashion,109.29
P208769,Electronics,224.68
P223060,Fashion,22.19
P201020,Grocery,13.97
P211845,Home,179.94
P236612,Toys,5.69
P236341,Beauty,7.22
P210485,Sports,40.09
P238210,Electronics,142.6
P207914,Fashion,73.29
P240719,Home,109.61
P208802,Grocery,11.45
P241288,Electronics,54.81
P233314,Home,689.38
P248298,Electronics,625.48
P219565,Home,87.21
P227617,Beauty,4.7
P241766,Sports,126.54
P225609,Electronics,298.89
P244233,Electronics,417.83
P220371,Home,159.03
P248384,Grocery,3.21
P219124,Fashion,24.6
P212717,Home,12.36
P248193,Home,540.89
P237669,Electronics,583.75
P226272,Toys,53.97
P211842,Fashion,7.22
P238476,Sports,78.23
P202082,Home,191.18
P226261,Beauty,5.68
P220970,Electronics,537.82
P209795,Grocery,14.73
P245309,Fashion,211.34
P233028,Sports,24.93
P220180,Toys,21.52
P246335,Beauty,75.03
P227351,Fashion,71.93
P238750,Grocery,6.39
P233268,Fashion,11.24
P201015,Grocery,44.68
P243293,Electronics,74.25
P224489,Home,496.59
P236731,Electronics,167.55
P211866,Electronics,689.71
P235474,Electronics,842.07
P215272,Grocery,8.32
P232161,Toys,39.28
P202099,Electronics,138.5
P206386,Fashion,35.91
P205338,Sports,194.16
P208300,Home,26.59
P221400,Toys,27.65
P224641,Home,85.61
P204297,Sports,80.79
P219332,Beauty,24.2
P241173,Beauty,10.9
P247862,Fashion,9.98
P215201,Home,12.48
P245382,Electronics,233.21
P246129,Beauty,10.67
P233808,Home,141.96
P212810,Toys,26.75
P207988,Fashion,39.45
P240327,Home,137.04
P219579,Fashion,45.45
P221483,Beauty,3.11
P200503,Toys,38.25
P205344,Toys,3.21
P208947,Grocery,7.95
P209533,Grocery,2.55
P247576,Toys,23.35
P240916,Fashion,24.37
P246923,Fashion,8.63
P215193,Home,16.11
P201381,Grocery,4.56
P207012,Home,154.89
P215213,Fashion,67.28
P227563,Grocery,2.81
P215212,Home,29.72
P230124,Sports,98.45
P246576,Toys,64.0
P210711,Toys,17.83
P230266,Toys,26.46
P247941,Toys,18.85
P209515,Sports,20.89
P220193,Home,395.44
P244707,Sports,17.35
P202131,Toys,30.06
P202424,Fashion,195.77
P244344,Fashion,23.89
P221823,Fashion,14.26
P209200,Beauty,23.46
P223031,Electronics,565.15
P203216,Toys,60.71
P245594,Electronics,434.51
P200016,Electronics,183.02
P237438,Fashion,38.53
P226378,Beauty,38.09
P235391,Fashion,81.25
P213350,Grocery,13.52
P249281,Toys,69.31
P214450,Toys,32.25
P201473,Beauty,3.18
P225525,Toys,7.01
P228572,Toys,13.58
P242028,Grocery,17.13
P237079,Electronics,313.33
P230110,Electronics,76.16
P235504,Electronics,485.64
P226888,Grocery,25.02
P201946,Beauty,8.64
P221943,Home,19.19
P215740,Home,216.09
P226445,Toys,22.12
P249452,Grocery,22.42
P209176,Sports,92.22
P229866,Sports,65.02
P244651,Fashion,167.2
P237269,Home,209.34
P211618,Grocery,7.99
P224736,Toys,48.82
P238682,Sports,505.19
P224601,Electronics,169.77
P232850,Electronics,774.77
P241132,Electronics,65.1
P205804,Beauty,8.91
P219525,Beauty,7.3
P245061,Grocery,6.81
P227419,Sports,91.32
P223746,Fashion,67.58
P212812,Electronics,807.58
P226686,Toys,5.39
P235852,Home,123.68
P202045,Sports,89.55
P225336,Beauty,18.03
P249356,Electronics,435.47
P245952,Electronics,284.08
P230460,Home,115.19
P247143,Home,317.63
P221668,Sports,203.53
P234320,Beauty,24.1
P240584,Grocery,3.24
P232575,Toys,64.68
P233592,Home,138.34
P236516,Home,226.92
P205578,Sports,15.57
P237965,Electronics,788.18
P241798,Grocery,16.57
P221079,Home,162.28
P200937,Grocery,2.54
P207595,Grocery,17.43
P200424,Beauty,4.95
P244270,Electronics,68.67
P203051,Beauty,12.64
P235673,Beauty,3.57
P231342,Toys,5.42
P212238,Electronics,470.9
P227786,Home,247.18
P229668,Grocery,3.61
P202694,Grocery,23.82
P203595,Fashion,37.2
P201267,Toys,64.3
P200421,Electronics,98.76
P219650,Toys,3.08
P207017,Fashion,96.69
P209849,Grocery,6.92
P223513,Sports,70.08
P249117,Home,104.41
P244899,Fashion,90.74
P241644,Fashion,8.89
P202226,Sports,88.77
P204388,Grocery,8.41
P202422,Sports,50.9
P239994,Toys,10.42
P209269,Toys,54.39
P212177,Grocery,5.11
P212032,Sports,69.62
P244276,Fashion,38.38
P207316,Toys,27.03
P202843,Fashion,40.98
P228015,Grocery,13.78
P204111,Home,77.0
P245231,Fashion,67.35
P222043,Fashion,35.83
P230101,Sports,34.77
P246546,Electronics,601.81
P236992,Grocery,20.09
P227870,Fashion,53.55
P237747,Fashion,41.29
P249577,Electronics,125.99
P235169,Fashion,104.69
P241709,Home,23.46
P215685,Fashion,99.12
P215963,Electronics,344.21
P229698,Fashion,33.39
P229150,Toys,32.82
P249195,Home,610.1
P221426,Fashion,15.29
P206035,Fashion,7.56
P207071,Beauty,18.23
P220578,Fashion,21.66
P228044,Beauty,29.92
P228842,Grocery,9.98
P216531,Electronics,274.63
P202170,Electronics,192.51
P224687,Electronics,126.89
P237886,Home,41.61
P207297,Electronics,209.04
P204163,Home,160.78
P240794,Grocery,6.41
P241787,Electronics,178.23
P242712,Home,82.86
P235707,Toys,94.34
P238495,Electronics,81.09
P224448,Beauty,11.46
P203616,Electronics,1242.46
P238173,Toys,12.28
P231748,Electronics,322.01
P228299,Beauty,8.41
P243237,Sports,11.26
P241119,Fashion,25.38
P211557,Electronics,381.16
P238648,Electronics,432.25
P214096,Toys,29.57
P233781,Sports,203.8
P208743,Fashion,11.04
P207391,Sports,18.5
P209355,Sports,162.39
P205247,Grocery,8.53
P240286,Home,397.06
P206290,Toys,58.51
P234076,Home,30.11
